@relation 'stateData-weka.filters.unsupervised.attribute.Remove-R1,24-weka.filters.supervised.instance.Resample-B0.01-S1-Z100.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute living_ghost1 {True,False}
@attribute living_ghost2 {True,False}
@attribute living_ghost3 {True,False}
@attribute living_ghost4 {True,False}
@attribute ghost_posX1 numeric
@attribute ghost_posY1 numeric
@attribute ghost_posX2 numeric
@attribute ghost_posY2 numeric
@attribute ghost_posX3 numeric
@attribute ghost_posY3 numeric
@attribute ghost_posX4 numeric
@attribute ghost_posY4 numeric
@attribute ghost_dir1 {North,South,West,East,Stop}
@attribute ghost_dir2 {North,South,West,East,Stop}
@attribute ghost_dir3 {North,South,West,East,Stop}
@attribute ghost_dir4 {North,South,West,East,Stop}
@attribute ghost_dist1 numeric
@attribute ghost_dist2 numeric
@attribute ghost_dist3 numeric
@attribute ghost_dist4 numeric
@attribute dot_dist numeric
@attribute score numeric
@attribute pacman_posX numeric
@attribute pacman_posY numeric
@attribute pacman_dir {North,South,West,East,Stop}
@attribute pacman_action {North,South,West,East,Stop}

@data
True,True,False,False,0.777778,1,0.8,0.923077,0.083333,0,0.142857,0,West,East,Stop,Stop,0.578947,0.423077,0,0,0.705882,0.64918,0.4,0.133333,North,North
True,False,False,False,0.555556,0.272727,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.368421,0,0,0,0,0.981967,0.4,0,West,North
True,True,True,True,0.888889,0.545455,0.2,0.846154,0.333333,0.4,0.47619,0.785714,North,South,South,South,0.421053,0.423077,0.266667,0.111111,0.529412,0.027869,0.44,0.533333,West,North
True,True,False,False,0.777778,0.909091,0.7,0.923077,0.083333,0,0.142857,0,South,West,Stop,Stop,0.473684,0.423077,0,0,0.647059,0.647541,0.4,0.2,North,North
False,True,True,True,0,0,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0.115385,0.266667,0.472222,0,0.313115,0.4,0.133333,North,North
False,False,True,True,0,0,0.2,0,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0,0,0.266667,0.166667,0,0.652459,0.08,0.066667,North,North
True,True,False,False,0.777778,1,0.8,0.923077,0.083333,0,0.142857,0,West,East,Stop,Stop,0.578947,0.423077,0,0,0.705882,0.64918,0.4,0.133333,North,North
False,False,False,True,0,0,0.2,0,0.083333,0,0.238095,0.714286,Stop,Stop,Stop,West,0,0,0,0.138889,0.235294,0.993443,0.32,0.333333,North,North
True,True,True,True,0.444444,0.454545,0.4,0.846154,0.416667,0.5,0.428571,0.785714,Stop,Stop,Stop,Stop,0.684211,0.346154,0.233333,0.083333,0.529412,0.032787,0.44,0.533333,North,North
False,False,True,True,0,0,0.2,0,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0,0,0.266667,0.166667,0,0.652459,0.08,0.066667,North,North
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.210526,0.461538,0.5,0.611111,0,0.009836,0.12,0.266667,North,North
False,False,False,True,0,0,0.2,0,0.083333,0,0.238095,0.714286,Stop,Stop,Stop,West,0,0,0,0.138889,0.235294,0.993443,0.32,0.333333,North,North
False,False,True,True,0,0,0.2,0,0.708333,0.2,0.761905,0.928571,Stop,Stop,South,North,0,0,0.433333,0.138889,0,0.609836,0.68,0.666667,West,North
True,True,False,False,0.666667,0.818182,0.8,1,0.083333,0,0.142857,0,West,West,Stop,Stop,0.210526,0.230769,0,0,0.588235,0.639344,0.32,0.4,North,North
False,False,True,True,0,0,0.2,0,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0,0.4,0.527778,0,0.621311,0.4,0.533333,North,North
False,False,True,False,0,0,0.2,0,0.083333,0.8,0.142857,0,Stop,Stop,Stop,Stop,0,0,0.166667,0,0,0.972131,0.2,0.2,East,North
False,False,True,True,0,0,0.2,0,0.625,0.2,0.761905,0.714286,Stop,Stop,West,North,0,0,0.533333,0.305556,0,0.627869,0.4,0.533333,North,North
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.263158,0.423077,0.466667,0.638889,0,0.011475,0.12,0.2,East,North
False,False,True,True,0,0,0.2,0,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0,0.366667,0.5,0,0.622951,0.4,0.466667,North,North
False,False,True,True,0,0,0.2,0,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0,0,0.266667,0.166667,0,0.652459,0.08,0.066667,North,North
False,True,False,False,0,0,0.4,0.846154,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0,0.115385,0,0,0.882353,0.980328,0.2,0.533333,North,North
False,False,True,True,0,0,0.2,0,0.708333,0.2,0.666667,0.928571,Stop,Stop,West,East,0,0,0.366667,0.083333,0,0.613115,0.72,0.6,East,North
False,True,False,False,0,0,0.4,0.846154,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0,0.230769,0,0,0.941176,0.988525,0.16,0.266667,North,North
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.157895,0.5,0.533333,0.638889,0,0.008197,0.12,0.333333,North,North
False,True,True,True,0,0,0.8,0.538462,0.666667,0.3,0.809524,0.642857,Stop,North,East,East,0,0.115385,0.433333,0.472222,0,0.311475,0.32,0.2,East,North
False,True,True,True,0,0,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0.115385,0.266667,0.472222,0,0.313115,0.4,0.133333,North,North
False,False,True,True,0,0,0.2,0,0.708333,0.2,0.666667,0.928571,Stop,Stop,West,East,0,0,0.366667,0.083333,0,0.613115,0.72,0.6,East,North
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.684211,0.961538,0.933333,0.972222,0,0.034426,0,0.933333,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.111111,0.235294,0.660656,0.48,0.333333,South,South
False,False,True,False,0,0,0.2,0,1,0.4,0.142857,0,Stop,Stop,South,Stop,0,0,0.133333,0,0,0.901639,1,0.266667,East,South
True,True,True,True,0,0.181818,0.1,0.153846,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0.157895,0.153846,0.3,0.194444,0,0.006557,0,0.133333,South,South
False,True,True,True,0,0,0.7,0.384615,0.583333,0.3,0.857143,0.642857,Stop,North,West,West,0,0.153846,0.5,0.527778,0,0.318033,0.2,0.266667,South,South
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.263158,0.653846,0.666667,0.75,0,0.021311,0,0.4,South,South
