@RELATION  stateData

@ATTRIBUTE living_pacman {False}
@ATTRIBUTE living_ghost1 {True, False}
@ATTRIBUTE living_ghost2 {True, False}
@ATTRIBUTE living_ghost3 {True, False}
@ATTRIBUTE living_ghost4 {True, False}
@ATTRIBUTE ghost_pos1 numeric
@ATTRIBUTE ghost_pos2 numeric
@ATTRIBUTE ghost_pos3 numeric
@ATTRIBUTE ghost_pos4 numeric
@ATTRIBUTE ghost_pos5 numeric
@ATTRIBUTE ghost_pos6 numeric
@ATTRIBUTE ghost_pos7 numeric
@ATTRIBUTE ghost_pos8 numeric
@ATTRIBUTE ghost_dir1 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir2 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir3 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir4 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dist1 numeric
@ATTRIBUTE ghost_dist2 numeric
@ATTRIBUTE ghost_dist3 numeric
@ATTRIBUTE ghost_dist4 numeric
@ATTRIBUTE dot_dist numeric
@ATTRIBUTE score numeric
@ATTRIBUTE pacman_posX numeric
@ATTRIBUTE pacman_posY numeric
@ATTRIBUTE nextScore numeric

@ATTRIBUTE pacman_dir {North, South, West, East, Stop}

@DATA
False,True,True,False,True,6,5,6,9,5,1,14,6,Stop,Stop,Stop,Stop,9,5,-1,10,6,188,9,11,187,East
False,True,True,False,True,6,5,6,9,5,1,14,6,Stop,Stop,Stop,Stop,10,6,-1,9,5,187,10,11,186,West
False,True,True,False,True,6,5,6,9,5,1,14,6,Stop,Stop,Stop,Stop,9,5,-1,10,6,186,9,11,185,West
False,True,True,False,True,6,5,6,9,5,1,14,6,Stop,Stop,Stop,Stop,8,4,-1,11,7,185,8,11,184,West
False,True,True,False,True,6,5,6,9,5,1,14,6,Stop,Stop,Stop,Stop,7,3,-1,12,8,184,7,11,183,West
False,True,True,False,True,6,5,6,9,5,1,14,6,Stop,Stop,Stop,Stop,6,2,-1,13,9,183,6,11,182,South
False,True,True,False,True,6,5,6,9,5,1,14,6,Stop,Stop,Stop,Stop,5,1,-1,12,8,182,6,10,381,South
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,4,-1,-1,11,7,381,6,9,380,South
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,3,-1,-1,10,6,380,6,8,379,East
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,4,-1,-1,9,5,379,7,8,378,East
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,5,-1,-1,8,4,378,8,8,377,South
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,4,-1,-1,7,3,377,8,7,376,South
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,3,-1,-1,6,2,376,8,6,375,South
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,2,-1,-1,7,3,375,8,5,374,West
False,True,False,False,True,6,5,3,1,5,1,14,6,Stop,Stop,Stop,Stop,1,-1,-1,8,4,374,7,5,573,West
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,9,5,573,6,5,572,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,8,4,572,7,5,571,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,7,3,571,8,5,570,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,6,2,570,9,5,569,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,5,1,569,10,5,668,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,4,2,568,11,5,567,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,3,3,567,12,5,566,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,2,4,566,13,5,565,East
False,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,1,5,565,14,5,764,North
False,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,11,7,7,18,14,0,1,11,-1,Stop
False,True,True,True,True,7,5,6,8,9,11,14,6,East,South,East,South,12,8,8,19,14,-1,1,11,-2,Stop
False,True,True,True,True,6,5,7,8,8,11,14,5,West,East,West,South,11,9,7,20,14,-2,1,11,-3,East
False,True,True,True,True,6,4,8,8,9,11,14,4,South,East,East,West,11,9,7,18,13,-3,2,11,-4,East
False,True,True,True,True,7,4,8,7,9,11,13,4,East,South,East,West,11,9,6,17,12,-4,3,11,-5,East
False,True,True,True,True,8,4,7,7,8,11,13,4,East,West,West,North,11,7,4,15,11,-5,4,11,-6,East
False,True,True,True,True,8,4,8,7,7,11,13,5,East,East,West,South,10,7,2,15,10,-6,5,11,-7,East
False,True,True,False,True,8,4,8,8,5,1,13,4,East,North,Stop,South,9,5,-1,14,9,193,6,11,192,East
False,True,True,False,True,8,3,7,8,5,1,13,4,South,West,Stop,East,9,3,-1,14,8,192,7,11,191,East
False,True,True,False,True,8,3,7,7,5,1,14,4,South,South,Stop,East,8,5,-1,13,7,191,8,11,190,East
False,True,True,False,True,8,3,6,7,5,1,14,4,South,West,Stop,East,9,7,-1,13,6,190,9,11,189,East
