@relation stateData-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute living_ghost1 {True,False}
@attribute living_ghost2 {True,False}
@attribute living_ghost3 {True,False}
@attribute living_ghost4 {True,False}
@attribute ghost_posX1 numeric
@attribute ghost_posY1 numeric
@attribute ghost_posX2 numeric
@attribute ghost_posY2 numeric
@attribute ghost_posX3 numeric
@attribute ghost_posY3 numeric
@attribute ghost_posX4 numeric
@attribute ghost_posY4 numeric
@attribute ghost_dir1 {North,South,West,East,Stop}
@attribute ghost_dir2 {North,South,West,East,Stop}
@attribute ghost_dir3 {North,South,West,East,Stop}
@attribute ghost_dir4 {North,South,West,East,Stop}
@attribute ghost_dist1 numeric
@attribute ghost_dist2 numeric
@attribute ghost_dist3 numeric
@attribute ghost_dist4 numeric
@attribute dot_dist numeric
@attribute score numeric
@attribute nextScore numeric
@attribute pacman_posX numeric
@attribute pacman_posY numeric
@attribute pacman_dir {North,South,West,East,Stop}
@attribute pacman_action {North,South,West,East,Stop}

@data
False,True,False,False,0,0,0.4,0.846154,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0,0.153846,0,0,0.823529,0.981967,0.751256,0.2,0.466667,North,North
False,True,False,False,0,0,0.4,0.846154,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0,0.115385,0,0,0.882353,0.980328,0.75,0.2,0.533333,North,North
False,True,False,False,0,0,0.4,0.846154,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0,0.076923,0,0,0.941176,0.978689,1,0.2,0.6,North,West
True,True,True,True,0.444444,0.454545,0.4,0.846154,0.416667,0.5,0.428571,0.785714,Stop,Stop,Stop,Stop,0.631579,0.384615,0.193548,0.111111,0.470588,0.040984,0.030151,0.44,0.466667,Stop,Stop
True,True,True,True,0.555556,0.454545,0.4,0.923077,0.416667,0.4,0.428571,0.785714,East,North,South,South,0.578947,0.423077,0.225806,0.083333,0.470588,0.039344,0.028894,0.44,0.466667,Stop,Stop
True,True,True,True,0.666667,0.454545,0.3,0.923077,0.416667,0.3,0.428571,0.714286,East,West,South,East,0.526316,0.461538,0.258065,0.111111,0.470588,0.037705,0.027638,0.44,0.466667,Stop,Stop
True,True,True,True,0.666667,0.363636,0.3,1,0.416667,0.4,0.47619,0.714286,South,North,North,North,0.578947,0.5,0.225806,0.138889,0.470588,0.036066,0.026382,0.44,0.466667,Stop,East
True,True,True,True,0.777778,0.363636,0.2,1,0.416667,0.5,0.47619,0.785714,East,West,North,West,0.578947,0.576923,0.16129,0.083333,0.411765,0.034426,0.025126,0.48,0.466667,East,East
True,True,True,True,0.888889,0.363636,0.1,1,0.375,0.5,0.428571,0.785714,East,West,West,North,0.578947,0.653846,0.225806,0.138889,0.352941,0.032787,0.023869,0.52,0.466667,East,North
True,True,True,True,0.888889,0.454545,0.2,1,0.375,0.5,0.428571,0.857143,North,East,West,East,0.578947,0.576923,0.258065,0.083333,0.411765,0.031148,0.022613,0.52,0.533333,North,West
True,True,True,True,0.888889,0.454545,0.2,0.923077,0.333333,0.5,0.47619,0.857143,North,South,West,South,0.526316,0.5,0.258065,0.083333,0.470588,0.029508,0.021357,0.48,0.533333,West,West
True,True,True,True,0.888889,0.545455,0.2,0.846154,0.333333,0.4,0.47619,0.785714,North,South,South,South,0.421053,0.423077,0.258065,0.111111,0.529412,0.027869,0.020101,0.44,0.533333,West,North
True,True,True,True,0.888889,0.636364,0.2,0.769231,0.333333,0.3,0.47619,0.785714,North,South,South,North,0.421053,0.423077,0.322581,0.111111,0.588235,0.02623,0.018844,0.44,0.6,North,East
True,True,True,True,1,0.636364,0.2,0.769231,0.333333,0.3,0.47619,0.857143,East,South,South,West,0.421053,0.461538,0.354839,0.055556,0.529412,0.02459,0.268844,0.48,0.6,East,East
True,True,True,True,0.888889,0.636364,0.2,0.846154,0.291667,0.3,0.428571,0.857143,West,North,West,South,0.526316,0.461538,0.419355,0.055556,0.470588,0.022951,0.267588,0.52,0.6,East,North
True,True,True,True,0.888889,0.727273,0.2,0.923077,0.291667,0.4,0.428571,0.785714,North,North,North,West,0.526316,0.461538,0.419355,0.111111,0.529412,0.021311,0.015075,0.52,0.666667,North,West
True,True,True,True,0.777778,0.727273,0.2,0.923077,0.333333,0.4,0.380952,0.785714,West,North,East,Stop,0.526316,0.423077,0.354839,0.055556,0.588235,0.019672,0.265075,0.48,0.666667,West,West
True,True,True,False,0.888889,0.727273,0.2,0.923077,0.375,0.4,0.142857,0,East,North,East,Stop,0.421053,0.384615,0.290323,0,0.647059,0.345902,0.263819,0.44,0.666667,West,South
True,True,True,False,0.888889,0.636364,0.3,0.923077,0.375,0.4,0.142857,0,South,East,East,Stop,0.421053,0.384615,0.258065,0,0.588235,0.344262,0.262563,0.44,0.6,South,South
True,True,True,False,0.777778,0.636364,0.4,0.923077,0.416667,0.4,0.142857,0,West,East,East,Stop,0.421053,0.384615,0.258065,0,0.529412,0.342623,0.261307,0.44,0.533333,South,South
True,True,True,False,0.777778,0.727273,0.4,1,0.416667,0.3,0.142857,0,North,North,South,Stop,0.315789,0.461538,0.258065,0,0.470588,0.340984,0.26005,0.44,0.466667,South,South
True,True,True,False,0.777778,0.727273,0.5,1,0.416667,0.4,0.142857,0,North,East,North,Stop,0.263158,0.461538,0.193548,0,0.411765,0.339344,0.258794,0.44,0.4,South,South
True,True,True,False,0.777778,0.818182,0.6,1,0.458333,0.4,0.142857,0,North,East,East,Stop,0.368421,0.461538,0.193548,0,0.470588,0.337705,0.257538,0.44,0.333333,South,South
True,True,True,False,0.666667,0.818182,0.6,1,0.5,0.4,0.142857,0,West,East,East,Stop,0.473684,0.5,0.193548,0,0.529412,0.336066,0.256281,0.44,0.266667,South,East
True,True,True,False,0.666667,0.818182,0.6,0.923077,0.5,0.4,0.142857,0,West,South,East,Stop,0.526316,0.5,0.16129,0,0.470588,0.334426,0.255025,0.48,0.266667,East,East
True,True,True,False,0.666667,0.909091,0.7,0.923077,0.458333,0.4,0.142857,0,North,East,West,Stop,0.631579,0.5,0.096774,0,0.411765,0.332787,0.253769,0.52,0.266667,East,South
True,True,True,False,0.777778,0.909091,0.7,0.846154,0.458333,0.4,0.142857,0,East,South,Stop,Stop,0.631579,0.5,0.064516,0,0.470588,0.331148,0.503769,0.52,0.2,South,South
True,True,False,False,0.777778,0.909091,0.8,0.846154,0.083333,0,0.142857,0,East,East,Stop,Stop,0.684211,0.5,0,0,0.529412,0.657377,0.502513,0.52,0.133333,South,South
True,True,False,False,0.777778,0.909091,0.7,0.846154,0.083333,0,0.142857,0,East,West,Stop,Stop,0.736842,0.576923,0,0,0.588235,0.655738,0.501256,0.52,0.066667,South,West
True,True,False,False,0.777778,1,0.7,0.923077,0.083333,0,0.142857,0,North,North,Stop,Stop,0.736842,0.576923,0,0,0.647059,0.654098,0.5,0.48,0.066667,West,West
True,True,False,False,0.888889,1,0.6,0.923077,0.083333,0,0.142857,0,East,West,Stop,Stop,0.631579,0.576923,0,0,0.705882,0.652459,0.498744,0.44,0.066667,West,West
True,True,False,False,0.888889,1,0.7,0.923077,0.083333,0,0.142857,0,East,East,Stop,Stop,0.578947,0.5,0,0,0.764706,0.65082,0.497487,0.4,0.066667,West,North
True,True,False,False,0.777778,1,0.8,0.923077,0.083333,0,0.142857,0,West,East,Stop,Stop,0.578947,0.423077,0,0,0.705882,0.64918,0.496231,0.4,0.133333,North,North
True,True,False,False,0.777778,0.909091,0.7,0.923077,0.083333,0,0.142857,0,South,West,Stop,Stop,0.473684,0.423077,0,0,0.647059,0.647541,0.494975,0.4,0.2,North,North
True,True,False,False,0.777778,0.818182,0.7,1,0.083333,0,0.142857,0,South,North,Stop,Stop,0.368421,0.423077,0,0,0.588235,0.645902,0.493719,0.4,0.266667,North,North
True,True,False,False,0.777778,0.909091,0.8,1,0.083333,0,0.142857,0,North,East,Stop,Stop,0.368421,0.346154,0,0,0.529412,0.644262,0.492462,0.4,0.333333,North,West
True,True,False,False,0.777778,0.818182,0.9,1,0.083333,0,0.142857,0,South,East,Stop,Stop,0.263158,0.269231,0,0,0.588235,0.642623,0.491206,0.36,0.333333,West,West
True,True,False,False,0.777778,0.818182,0.8,1,0.083333,0,0.142857,0,South,West,Stop,Stop,0.210526,0.269231,0,0,0.647059,0.640984,0.48995,0.32,0.333333,West,North
True,True,False,False,0.666667,0.818182,0.8,1,0.083333,0,0.142857,0,West,West,Stop,Stop,0.210526,0.230769,0,0,0.588235,0.639344,0.488693,0.32,0.4,North,North
True,True,False,False,0.555556,0.818182,0.8,0.923077,0.083333,0,0.142857,0,West,South,Stop,Stop,0.210526,0.153846,0,0,0.647059,0.637705,0.487437,0.32,0.466667,North,West
True,True,False,False,0.555556,0.818182,0.9,0.923077,0.083333,0,0.142857,0,West,East,Stop,Stop,0.157895,0.230769,0,0,0.705882,0.636066,0.486181,0.28,0.466667,West,West
False,True,False,False,0,0,0.9,0.923077,0.083333,0,0.142857,0,Stop,East,Stop,Stop,0,0.269231,0,0,0.764706,0.962295,0.736181,0.24,0.466667,West,West
False,True,False,False,0,0,0.9,0.923077,0.083333,0,0.142857,0,Stop,East,Stop,Stop,0,0.307692,0,0,0.823529,0.960656,0.734925,0.2,0.466667,West,East
False,True,False,False,0,0,1,0.923077,0.083333,0,0.142857,0,Stop,East,Stop,Stop,0,0.307692,0,0,0.764706,0.959016,0.733668,0.24,0.466667,East,North
False,True,False,False,0,0,1,0.923077,0.083333,0,0.142857,0,Stop,East,Stop,Stop,0,0.269231,0,0,0.823529,0.957377,0.732412,0.24,0.533333,North,North
False,True,False,False,0,0,0.9,0.923077,0.083333,0,0.142857,0,Stop,West,Stop,Stop,0,0.192308,0,0,0.882353,0.955738,0.731156,0.24,0.6,North,North
False,True,False,False,0,0,0.9,1,0.083333,0,0.142857,0,Stop,North,Stop,Stop,0,0.192308,0,0,0.941176,0.954098,0.729899,0.24,0.666667,North,East
False,True,False,False,0,0,0.9,1,0.083333,0,0.142857,0,Stop,North,Stop,Stop,0,0.153846,0,0,0.882353,0.952459,0.728643,0.28,0.666667,East,East
False,True,False,False,0,0,0.9,1,0.083333,0,0.142857,0,Stop,North,Stop,Stop,0,0.115385,0,0,0.823529,0.95082,0.727387,0.32,0.666667,East,North
False,True,False,False,0,0,0.9,0.923077,0.083333,0,0.142857,0,Stop,South,Stop,Stop,0,0.115385,0,0,0.882353,0.94918,0.726131,0.32,0.733333,North,Stop
False,True,False,False,0,0,0.9,1,0.083333,0,0.142857,0,Stop,North,Stop,Stop,0,0.076923,0,0,0.882353,0.947541,0.976131,0.32,0.733333,North,West
False,True,False,False,0,0,0.9,0.923077,0.083333,0,0.142857,0,Stop,South,Stop,Stop,0,0.153846,0,0,0.941176,0.945902,0.723618,0.28,0.733333,West,East
False,True,False,False,0,0,0.9,1,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0,0.076923,0,0,0.882353,0.944262,0.973618,0.32,0.733333,East,East
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.631579,0.307692,0.258065,0.527778,0.882353,0.040984,0.030151,0,0.533333,Stop,Stop
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.631579,0.307692,0.258065,0.527778,0.882353,0.039344,0.028894,0,0.533333,Stop,Stop
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.631579,0.307692,0.258065,0.527778,0.882353,0.037705,0.027638,0,0.533333,Stop,Stop
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.631579,0.307692,0.258065,0.527778,0.882353,0.036066,0.026382,0,0.533333,Stop,East
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0.269231,0.225806,0.5,0.823529,0.034426,0.025126,0.04,0.533333,East,East
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.526316,0.230769,0.193548,0.472222,0.764706,0.032787,0.023869,0.08,0.533333,East,East
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.473684,0.192308,0.16129,0.444444,0.705882,0.031148,0.022613,0.12,0.533333,East,East
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.421053,0.153846,0.129032,0.416667,0.647059,0.029508,0.021357,0.16,0.533333,East,East
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.368421,0.115385,0.096774,0.388889,0.588235,0.027869,0.020101,0.2,0.533333,East,South
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.315789,0.076923,0.129032,0.361111,0.529412,0.02623,0.270101,0.2,0.466667,South,South
True,False,True,True,0.555556,0.363636,0.2,0,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.263158,0,0.16129,0.333333,0.470588,0.352459,0.268844,0.2,0.4,South,North
True,False,True,True,0.555556,0.363636,0.2,0,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.315789,0,0.129032,0.361111,0.529412,0.35082,0.267588,0.2,0.466667,North,North
True,False,True,True,0.555556,0.363636,0.2,0,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.368421,0,0.096774,0.388889,0.588235,0.34918,0.266332,0.2,0.533333,North,East
True,False,True,True,0.555556,0.363636,0.2,0,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.421053,0,0.064516,0.361111,0.529412,0.347541,0.516332,0.24,0.533333,East,East
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.473684,0,0,0.333333,0.470588,0.67377,0.515075,0.28,0.533333,East,East
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.526316,0,0,0.305556,0.411765,0.672131,0.513819,0.32,0.533333,East,East
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.277778,0.352941,0.670492,0.512563,0.36,0.533333,East,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.526316,0,0,0.25,0.294118,0.668852,0.511307,0.36,0.466667,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.473684,0,0,0.222222,0.235294,0.667213,0.51005,0.36,0.4,South,East
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.526316,0,0,0.194444,0.294118,0.665574,0.508794,0.4,0.4,East,East
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.166667,0.235294,0.663934,0.507538,0.44,0.4,East,East
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.631579,0,0,0.138889,0.176471,0.662295,0.506281,0.48,0.4,East,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.111111,0.235294,0.660656,0.505025,0.48,0.333333,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.526316,0,0,0.083333,0.294118,0.659016,0.503769,0.48,0.266667,South,East
